flid;ord;ordflokkur;texti;fjoldi_risamalheild;fjoldi_ritmalssafn
39588;stokkur;n;rúmstokkur, langhlið rúms;281;0
4581;áþreifanlegur;adj;sem er hægt er að mæla;500;0
41224;tannkremstúpa;n;túpa með tannkremi;7;5
19329;heyrnarskyn;n;það að geta heyrt, skynjað hljóð;13;3
11058;festi;n;losa böndin sem festa bát við bryggju;8928;5
11058;festi;n;losa böndin sem festa bát við bryggju;8928;0
11058;festi;n;losa böndin sem festa bát við bryggju;8928;1
11058;festi;n;losa böndin sem festa bát við bryggju;8928;5
11058;festi;n;losa böndin sem festa bát við bryggju;8928;0
11058;festi;n;losa böndin sem festa bát við bryggju;8928;1
11285;fiskiðjuver;n;stórt fiskvinnsluhús;606;0
27140;lyf;n;efni sem læknar eða bætir sjúkdóm;41599;0
27140;lyf;n;efni sem læknar eða bætir sjúkdóm;41599;0
27140;lyf;n;efni sem læknar eða bætir sjúkdóm;41599;0
27140;lyf;n;efni sem læknar eða bætir sjúkdóm;41599;0
20117;hlutlaus;adj;sem tekur ekki afstöðu á einn eða annan veg, óhlutdrægur;3941;0
20117;hlutlaus;adj;í frígír;3941;0
33342;rimlagluggatjöld;n;gluggatjöld samsett úr rimlum sem liggja lárétt;21;1
29052;myndarlegur;adj;stór, stæðilegur, öflugur, mikill;2837;0
18963;helluþak;n;þak sem gert er úr steinhellum;3;0
61326;djóka;v;grínast;338;2
10571;fararskjóti;n;bíll eða hestur (eða annað dýr) sem farartæki;102;0
35125;séreign;n;eign sem annað hvort hjóna á og tilheyrir ekki félagsbúi þeirra, einstaklingseign;3579;0
39535;stjörnuljós;n;járnteinn með brennisteinsbráð sem gefur frá sér neista þegar kveikt er í því;253;0
37887;smáletur;n;(óvenju) smátt letur, 7 punkta letur og smærra;4;0
22869;ísöld;n;langvarandi kuldaskeið á jörðinni;1187;0
61361;þurrabúðarmaður;n;sjómaður eða daglaunamaður í verstöð eða kauptúni sem hefur ekki afnot af jörð, tómthúsmaður;5;0
22064;hægðateppa;n;tepptar hægðir;3;4
24589;kranabíll;n;bíll með krana;198;4
48389;öldrun;n;það að eldast;1434;3
37589;slanga;n;loftfylltur gúmmíhringur í dekki;361;0
25947;látæði;n;framkoma, látbragð;104;0
40158;stöndugur;adj;vel stæður fjárhagslega, efnaður;123;0
56324;innrásarþjóð;n;þjóð sem ræðst inn í annað land;4;4
45472;viðarsög;n;handknúin sög til að saga við;4;3
61376;kjöthleifur;n;bakaður ofnréttur úr kjötdeigi;19;1
27713;margfætla;n;liðdýr af flokki Chilopoda;12;0
34674;sauðkind;n;kind;182;0
49047;alþjóðamarkaður;n;viðskiptasvæði sem margar þjóðir eiga aðild að;10;3
28866;mófugl;n;samheiti yfir vaðfugla, spörfugla og rjúpur, eða fugla sem halda sig í mólendi ;76;0
7060;bróðerni;n;gott samkomulag, vinsemd;869;0
19910;hliðartaska;n;taska sem menn bera á annarri öxlinni og hangir niður með síðunni;47;0
2248;aðalmaður;n;mikilvægasti maðurinn, sá sem stjórnar eða stendur fyrir e-u;1347;0
19933;hlífðarföt;n;utanyfirföt við óhreinlega vinnu;173;1
16928;grænþörungur;n;þörungur af fylkingu Chlorophyta;13;0
10716;fatasaumur;n;"það að sauma föt; námsgrein þar sem nemendur læra að sauma föt";115;0
5720;bjálkakofi;n;lítið bjálkahús;8;0
26050;leikari;n;sá eða sú sem leikur á sviði eða í kvikmynd og/eða hefur menntun á því sviði;16823;0
13435;fráveita;n;leiðslukerfi til að leiða skólp og rigningar-/leysingavatn burt frá byggð;243;2
25949;leðja;n;blautt og seigt efni, t.d. síróp;226;0
52907;bílhræ;n;ónýtur bíll;203;11
23675;kelli;n;kona, stúlka;149;4
11228;finka;n;fugl af ættinni Fringillidae;15;6
14126;fullverkaður;adj;sem búið er að verka nægilega vel;12;0
26299;léreft;n;sléttofið efni úr bómull eða hör;187;0
27539;mangan;n;frumefnið Mn, málmur með sætistölu 25;194;0
17276;göróttur;adj;sem hefur slæm áhrif;29;0
31409;órangútan;n;ættkvísl stórra apa með rauðleitan feld;123;1
49349;líffæri;n;vefur sem myndar heild og vinnur að tiltekinni líkamsstarfsemi, t.d. hjarta, heili, húð;4406;0
27515;malarvegur;n;lagður vegur með yfirborði, slitlagi úr möl;456;0
49619;póstmaður;n;sá eða sú sem starfar við póstþjónustu;73;0
22815;íshús;n;frystihús;179;0
22815;íshús;n;bygging þar sem komið er fyrir ís og snjó til kælingar á fiski og kjöti;179;0
8908;dvergvigt;n;þyngdarflokkur íþróttamanna, í hnefaleikum að 54 kg, í lyftingum að 56 kg;3;1
7505;búvél;n;vélknúið tæki til nota í landbúnaði;9;4
47654;þulur;n;(gamall) maður sem kann og flytur fornan fróðleik;1727;0
30898;ódrepandi;adj;fullur af krafti og þrautseigju;807;5
23471;karl;n;maðurinn minn;104668;0
50335;drykkjarkanna;n;stór bolli með hanka til að drekka úr;4;0
36892;skófatnaður;n;ytri klæðnaður fyrir fætur s.s. skór og stígvél;196;0
45376;vesöld;n;dugleysi og sinnuleysi;191;0
45151;verðmyndun;n;það hvernig tiltekið verð einhvers ákvarðast;4031;0
46219;vonlaus;adj;ómögulegur, ekki góður;1841;0
46219;vonlaus;adj;þar sem engin von er;1841;0
26778;ljósatími;n;tími á sólbaðsstofu;24;4
28367;miðframherji;n;miðherji;23;5
54384;graðungur;n;ógelt naut;1;0
36708;skjólflík;n;hlý, skjólgóð flík;10;0
26859;loðskinn;n;skinn af refum, minkum og fleiri loðdýrum;163;0
47425;þreklaus;adj;með lítið þrek og úthald;42;0
29702;nellika;n;planta með skrautlegum blómum af ættkvísl Dianthus;7;2
37902;smánaryrði;n;skammaryrði;7;0
34594;sandreyður;n;tegund skíðishvals;37;0
30365;næturfjóla;n;hávaxin garðplöntutegund af krossblómaætt, með fjólubleikum, ilmandi blómum í löngum klösum;1;5
23763;kerskinn;adj;illkvittnislega stríðinn;31;0
53157;tússpenni;n;sérstakur penni, í margvíslegum litum, til að skrifa, lita og teikna með, tússlitur;21;2
44180;útsláttarkeppni;n;keppni margra þátttakenda þar sem tveir eigast við hverju sinni og er sá úr leik sem tapar;984;4
23520;kartöflunef;n;breitt og ólögulegt nef;12;3
2518;afkastageta;n;það hversu hratt e-r vinna eða vinnsla á sér stað;1270;0
17990;hádegisverður;n;máltíð sem neytt er um hádegi;2293;4
16324;gras;n;blaðmjó, þekjandi jurt af ýmsum tegundum;5379;0
16324;gras;n;planta, jurt, einkum villt;5379;0
32169;polli;n;ungur strákur;688;0
35433;síðsumar;n;sá tími þegar langt er liðið á sumar;75;3
35491;símatími;n;tími (dags, viku) sem e-r (t.d. læknir) veitir viðtal í síma;241;5
12686;fornlífsöld;n;tímabil jarðsögunnar þegar fyrstu landplöntur og hryggdýr komu fram;52;5
17042;gullregn;n;garðtré af ættkvísl Laburnum, með gulum hangandi blómklösum;218;0
20887;hreysi;n;fátæklegt og lélegt hús eða bústaður;237;0
40399;súrkál;n;smáskorið, súrsað hvítkál;167;0
32395;púðursykur;n;dökk- eða ljósbrúnn sírópsblandaður strásykur;1294;0
32395;púðursykur;n;dökk- eða ljósbrúnn sírópsblandaður strásykur;1294;0
32395;púðursykur;n;dökk- eða ljósbrúnn sírópsblandaður strásykur;1294;0
32395;púðursykur;n;dökk- eða ljósbrúnn sírópsblandaður strásykur;1294;0
20315;hnossgæti;n;mjög bragðgóður matur;362;0
40399;súrkál;n;fyrir löngu, einhvern tíman á fyrri öldum;167;0
12246;flugeðla;n;vængjuð eðla sem var uppi á forsögulegum tíma (Pterosauria);7;0
14359;fyrirgjöf;n;það að gefa einkunn fyrir frammistöðu, einkunnagjöf;10664;3
14359;fyrirgjöf;n;það að senda boltann fyrir markið (t.d. í fótbolta);10664;3
39588;stokkur;n;bjálki;281;0
36995;skótau;n;skór, skóhlífar, stígvél eða annað sem menn hafa á fótum sér til að ganga á;105;0
33743;rugguhestur;n;hestlíkan á völtum sveigum, til að rugga sér á;16;2
32635;rannsókn;n;það að rannsaka;176522;0
13911;frystiskápur;n;skáplaga frystigeymsla, í verslun eða á heimili;27;5
32635;rannsókn;n;könnun t.d. á heilbrigðisástandi manns eða hvort refsivert brot hafi verið framið;176522;0
38561;spariklæðnaður;n;spariföt;23;4
9828;eiturnaðra;n;illkvittinn maður, maður með eitraða tungu;8;0
10318;ey;n;land umflotið vatni;1428;0
17979;hábjartur;adj;liggja í rúminu þótt það sé kominn dagur;26;6
27845;matselja;n;kona sem starfar við matseld;59;0
31999;peysa;n;prjónuð flík á efri hluta líkamans, með ermum og hálsmáli eða kraga, e.t.v. hneppt eða rennd að framan;878;0
40849;systurskip;n;skip sem eru smíðuð eftir sömu teikningu, sambærileg að stærð, gerð og búnaði;309;0
33787;ruslakarfa;n;ílát til að fleygja í pappírsrusli;6;3
41205;tankskip;n;skip sem flytur olíu í sérstöku flutningsrými;200;0
6862;breytingaskeið;n;tíðahvörf kvenna;324;6
19778;hjúkrunardeild;n;deild á heilbrigðisstofnun (t.d. vistheimili aldraðra) þar sem veitt er almenn umönnun og hjúkrun;854;3
44940;veiðifálki;n;fálki sem er hafður til fuglaveiða;3;0
44254;útvarpstækni;n;sú tækni, þ.e. verklag, þekking og hagnýting, sem lýtur að útvarpi;37;4
49361;lyfseðilsskyldur;adj;sem fæst ekki nema með lyfseðli frá lækni;4;1
23471;karl;n;eiginmaður;104668;0
20223;hnefaleikari;n;sá eða sú sem stundar hnefaleika;102;2
10162;endursögn;n;það að segja frá því sem maður hefur heyrt eða lesið;951;0
4531;áttstrendingur;n;form með átta hliðar, átthyrningur;5;6
42354;trúboði;n;sá eða sú sem er sendur til annarra landa eða svæða til að boða sína trú, einkum kristna trú;617;0
50893;ljósker;n;ljósastæði í glerhlíf með inniluktu ljósi;169;0
50899;lýstur;adj;sem birta fellur á;1535;1
42844;umboðsmaður;n;sá eða sú sem tekur að sér að vera talsmaður íþrótta- eða listamanna, koma þeim á framfæri og semja við vinnuveitendur þeirra;32883;0
4044;áhald;n;verkfæri eða útbúnaður sem notuð eru við tilteknar athafnir;495;0
42844;umboðsmaður;n;sá eða sú sem hefur sérstakt leyfi fyrirtækis til að selja framleiðsluvörur þess á tilteknu svæði;32883;0
42844;umboðsmaður;n;sá eða sú sem tekur að sér að vera staðgengill annars og gæta hagsmuna hans, t.d. fyrir dómi;32883;0
30105;nunna;n;(kristin) kona sem bundist hefur heiti um ævilangt skírlífi, hlýðni og fátækt og dvelst í klaustri;810;0
29512;námsstjóri;n;sá eða sú sem hefur umsjón með skipulagi og innihaldi náms, ýmist í tiltekinni menntastofnun, á tilteknu skólastigi eða fagsviði;191;3
23298;kaffikorgur;n;malað kaffi sem búið er að hella upp á;61;0
23316;kafsund;n;sund undir yfirborði vatns;18;0
53145;aukaverkun;n;óæskileg aukaáhrif með verkun e-s, t.d. kvilli sem fylgir töku lyfs;359;1
36899;skógarbjörn;n;tegund bjarnar, brúnn björn;147;0
30855;óbó;n;tréblásturshljóðfæri með tvöföldu reyrblaði;796;4
30855;óbó;n;tréblásturshljóðfæri með tvöföldu reyrblaði;796;2
30855;óbó;n;tréblásturshljóðfæri með tvöföldu reyrblaði;796;4
30855;óbó;n;tréblásturshljóðfæri með tvöföldu reyrblaði;796;2
43923;útfararstjóri;n;sá eða sú sem tekur að sér að hafa umsjón með jarðarförum;216;6
43303;uppbótarsæti;n;jöfnunarsæti á löggjafarþingi;165;2
17979;hábjartur;adj;það er kominn dagur, orðið liðið á daginn;26;6
8436;dragnót;n;veiðarfæri sem er dregið með strengjum eftir sjávarbotni að skipi, sem liggur fast fyrir akkerum;3998;0
37589;slanga;n;gúmmí- eða plaströr til að leiða vökva eða loft;361;0
19436;himinsæng;n;rúm með háum stólpum og himni, oft með hliðartjöldum;13;0
30033;norrænn;adj;kenndur við Norðurlönd;762;0
57951;njósnaleiðangur;n;leiðangur í því skyni að stunda njósnir;11;1
22504;innanbæjar;adv;í bænum, innan bæjarins/borgarinnar;2283;4
47871;þvinga;n;stillanlegt áhald til að halda saman tveimur eða fleiri hlutum þegar verið er að líma eða festa þá saman;6215;8
31004;ófrýnilegur;adj;yggldur á svip, ljótur;82;0
31023;ófæra;n;afar ógreið, torfær leið;404;0
31023;ófæra;n;afar erfiðar kringumstæður, ógöngur, vandræði;404;0
45343;vestrænn;adj;kenndur við Vesturlönd;265;0
57891;ungnaut;n;ungt naut, yngra en 5 vetra, þó ekki kálfur;40;4
57893;nautgripakyn;n;ætt af nautgripum;24;2
25580;landsmót;n;samkoma (t.d. fundur eða keppnismót) með þátttöku af öllu landinu;4512;5
27462;maður;n;eiginmaður;668671;0
9856;eldamennska;n;það að elda mat, matartilbúningur;392;0
13617;frígír;n;hlutlaus gír á bíl (eða öðru ökutæki) þar sem tengsl milli vélar og drifhjóla eru rofin;29;2
8857;dúklagningarmaður;n;iðnaðarmaður sem fæst við að leggja gólfefni (dúka, plötur, teppi) í híbýli fólks;8;4
19419;hillusamstæða;n;hillur sem raðað er saman;14;1
50562;fingurbjargarblóm;n;"hávaxin plöntutegund af grímublómaætt, með stórum, bjöllulaga blómum í löngum, uppréttum klösum; ræktuð í görðum á Íslandi";6;6
50648;kristþyrnir;n;sígrænn runni eða tré af ættkvísl Ilex, oft notaður í jólaskreytingar;16;4
50676;melasól;n;"íslensk plöntutegund af draumsóleyjaætt; með stórum, gulum blómum stökum á uppréttum stönglum og hærðum blöðum; vex á melum";17;0
50704;perutré;n;ávaxtatré sem perur vaxa á;52;0
5140;beinbrot;n;það þegar bein í líkamanum brotnar;2027;0
27853;matvara;n;matur sem söluvara;1907;0
41660;tilkynning;n;það að tilkynna e-ð, orðsending;26915;5
29233;möndludropar;n;möndlubragðefni í vínanda, einkum notað í bakstur;30;1
27846;matskeið;n;stór skeið, m.a. til að borða með súpu;1049;0
51996;rauðhærður;adj;með rautt hár;331;5
4767;banani;n;langur og mjór boginn ávöxtur með gulu hýði og mjúku, sætu aldinkjöti;715;0
29400;nautahakk;n;hakkað nautakjöt;792;2
36921;skóhljóð;n;hljóð sem heyrist þegar gengið er um á skóm, fótatak;60;0
39488;stjórnmálaferill;n;ferill manns (eða flokks) í stjórnmálum;149;3
7637;bæjarhluti;n;tiltekinn partur kaupstaðar eða borgar;34;5
12825;fortölur;n;það að telja um fyrir e-m, reyna að sannfæra hann;410;0
4251;áning;n;það að æja, stoppa og hvíla sig á ferðalagi;68;6
56230;næstfyrstur;adj;fyrstur að einum frátöldum;6;1
23916;kjammi;n;hálfur sviðahaus;17;0
23916;kjammi;n;"kjálki; vangi";17;0
24077;klatti;n;fremur þunn, lófastór kaka úr hrærðu deigi, steikt á pönnu;11;7
11291;fiskifræðingur;n;sá eða sú sem hefur lokið háskólaprófi í fiskifræði;1711;0
11838;fjölskyldubönd;n;tengsl innan fjölskyldu;509;3
30220;nýnorska;n;annað af tveimur opinberum tungumálum í Noregi;48;0
20914;hrina;n;lota af vindi, óveðri, eldgosi eða jarðskjálfta;1687;0
50968;loðdýrabóndi;n;bóndi sem rekur loðdýrabú (refa-, minka-) og frameiðir loðskinn;66;1
20914;hrina;n;lota í boltaleik;1687;0
20914;hrina;n;mörg tilfelli í röð af -eu;1687;0
15508;gíróseðill;n;eyðublað sem notað er við greiðslu á reikningi, greiðsluseðill;54;1
30359;næstkomandi;adj;næstur í tilteknum tíma;62725;0
24461;korr;n;hryglu- eða köfnunarhljóð í hálsi;13;0
21994;hyskni;n;það að vera latur og svikull við vinnu, verkleti;38;0
24296;knálegur;adj;rösklegur, sterklegur;5;0
26824;ljótur;adj;ekki fríður, ófagur, ófríður;1866;0
20567;hólkur;n;stuttur, holur sívalningur;77;0
20567;hólkur;n;stuttur, holur sívalningur;77;1
20567;hólkur;n;skraut á húfuskúf;77;0
20567;hólkur;n;skraut á húfuskúf;77;1
20567;hólkur;n;byssa;77;0
20567;hólkur;n;byssa;77;1
9516;einfaldur;adj;ekki mikið skreyttur, án íburðar;4717;0
22208;höfuðhögg;n;högg á höfuðið;2509;0
43016;umsjónarkennari;n;kennari sem hefur umsjón með bekk/nemendahóp;630;3
23473;karlagrobb;n;grobb karlmanns, sjálfshól;41;0
15830;gleyma;v;muna ekki (e-ð), missa (e-ð) úr minni sér;57705;0
26917;loftskrúfa;n;skrúfa á flugvél;9;0
15830;gleyma;v;vera niðursokkinn í e-ð og huga ekki að öðru;57705;0
11748;fjöðurstafur;n;stofninn (harði hlutinn) í fuglsfjöður, áður notaður sem penni;7;0
60126;klæðaburður;n;það hvernig e-r klæðir sig, fatastíll;569;0
25829;lausn;n;það að losna frá e-u;72956;0
25829;lausn;n;vökvi með uppleystu efni í;72956;0
25829;lausn;n;úrræði, ráðning, ráð;72956;0
54318;dútlari;n;sá eða sú sem dútlar við ýmislegt;7;2
27306;lærdómur;n;læra af þessu;2385;0
48047;þökk;n;þakklæti;21458;0
27306;lærdómur;n;þekking og fróðleikur sem e-r býr yfir;2385;0
8872;dúnhærður;adj;þakinn fíngerðu hári;1;0
17621;handarhald;n;handfang á íláti, einkum könnu eða bolla;4;0
4504;átján;num;talan 18;27844;0
9353;eggjárn;n;verkfæri með beittri egg (t.d. hnífur, skæri);39;0
10962;ferðamannastraumur;n;fjöldi ferðamanna sem fara til tiltekinna staða;812;0
20933;hringing;n;það að hringja;168;0
23724;kennslugrein;n;námsgrein;225;0
11426;fínn;adj;ágætur;6680;0
11426;fínn;adj;sem hefur háa þjóðfélagsstöðu stöðu í krafti valda eða auðs;6680;0
24751;krulla;n;vafningur eða mikill liður í hári;232;0
20933;hringing;n;hljóð sem heyrist þegar hringt er;168;0
17723;handveð;n;hlutur, t.d. málverk eða hlutabréf, afhentur lánardrottni til varðveislu sem trygging;754;0
13803;frumhlaup;n;vanhugsuð athöfn;358;0
33829;rúmbrík;n;trékantur á rúmstokki, þ.e. langhlið rúms;17;0
52633;auralaus;adj;peningalaus;134;8
45723;vinda;n;hjól sem vír e.þ.h. er undinn upp á;6633;0
42578;tvígildur;adj;með gildistöluna 2;6;0
15595;gjálp;n;gjálfur í öldu;206;0
15595;gjálp;n;gjálfur í öldu;206;0
15595;gjálp;n;gjálfur í öldu;206;0
15595;gjálp;n;gjálfur í öldu;206;0
48077;æðarungi;n;ungi æðarfugls;8;1
37882;smákaupmaður;n;sá eða sú sem stundar smásöluverslun, smásali;7;0
29778;neysluskattur;n;skattur lagður á neyslu;71;0
19424;himinblár;adj;blár eins og heiður himinn;25;0
3061;almenningsvagn;n;fólksflutningabíll sem ekur áætlunarferðir innanbæjar, strætisvagn;57;0
25588;landsynningur;n;suðaustan vindur;13;0
51102;fjórhjól;n;einfalt ökutæki ætlað til aksturs í vegleysum;1125;2
28605;mismunadrif;n;hluti af drifbúnaði, t.d. í bíl, gerir mögulegt að drifhjólin snúist mishratt (t.d. þegar beygt er);39;0
8367;dómsmál;n;mál sem rekið er fyrir dómstóli;7103;6
34360;samkeppnisgrundvöllur;n;aðstæður á markaði þar sem samkeppni ríkir;18;4
33003;reikningsár;n;bókhaldsár í rekstri;871;0
20652;hraðlest;n;járnbrautarlest sem hefur fáa viðkomustaði og fer hratt yfir;622;0
29443;náfrænka;n;kona sem er náskyld e-m;112;1
39518;stjúpfaðir;n;eiginmaður foreldris e-s, stjúpi;1155;0
42429;tröll;n;maður (kona) sem er mjög stór og mikill vexti;1676;0
42429;tröll;n;þjóðsagnavera sem líkist manni, risavaxin og gróf;1676;0
37959;smetti;n;andlit;25;0
18183;hársár;adj;viðkvæmur í hársverðinum;28;0
6523;bókmenntatímarit;n;tímarit sem fjallar um bókmenntir og skáldskap;58;10
34547;samvinnuskóli;n;skóli sem áður menntaði fólk til verslunarstarfa, rekinn af samvinnuhreyfingunni;7;3
47765;þursabit;n;sár verkur í mjóbaki;107;1
12484;forað;n;blaut torfæra, for;103;0
12484;forað;n;espa hann upp í e-ð erfitt/hættulegt;103;0
28667;mitti;n;grennsti hluti bols á manni;1582;0
52936;eldvirkur;adj;þar sem jarðskorpuhreyfingar og kvikumyndun fara saman og eldgos verða;10;5
9895;eldhúsreyfari;n;afþreyingarskáldsaga með rómantísku innihaldi;1;5
27966;málsaga;n;fræðigrein um sögu og þróun tungumáls;15;5
11786;fjölfræðirit;n;bók með ýmsum fróðleik um tiltekið eða almennt efni;1;1
47152;þjóðminjavörður;n;forstöðumaður þjóðminjasafns og yfirmaður minjamála lands;1306;1
14074;fullnaðarpróf;n;lokapróf barnafræðslu;166;0
19901;hliðarhljóð;n;málhljóðið l;4;0
12874;fóðring;n;klæðning eða hlífðarlag innan á röri, borholu eða hólk;28;9
45938;vit;n;halda af stað í áttina til ævintýranna, fara til fundar við ævintýrin;20020;0
40350;sunnudagur;n;1. dagur vikunnar;9745;0
28009;mánaðardagur;n;ákveðinn dagur mánaðarins;37;6
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um þetta leyti;5929;0
28944;mund;n;um þetta leyti;5929;0
28944;mund;n;um þetta leyti;5929;0
28944;mund;n;um þetta leyti;5929;0
28947;mundur;n;um það leyti;204;0
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um sama leyti, um leið;5929;0
28944;mund;n;um sama leyti, um leið;5929;0
2909;aldur;n;það hvað eitthvað/einhver er gamall;54084;0
45939;vit;n;hafa allan sinn fróðleik, sína þekkingu úr bókinni;20020;0
45939;vit;n;hafa ekki skilning á, vita ekkert um viðskipti;20020;0
45939;vit;n;fá hann til að haga sér skynsamlega;20020;0
30147;nykur;n;hestur með öfuga hófa sem á að hafast við í vötnum, lokka menn á bak og drekkja þeim síðan;190;0
30147;nykur;n;hestur með öfuga hófa sem á að hafast við í vötnum, lokka menn á bak og drekkja þeim síðan;190;1
30147;nykur;n;hestur með öfuga hófa sem á að hafast við í vötnum, lokka menn á bak og drekkja þeim síðan;190;0
30147;nykur;n;hestur með öfuga hófa sem á að hafast við í vötnum, lokka menn á bak og drekkja þeim síðan;190;1
47009;þingmannafrumvarp;n;lagafrumvarp flutt af þingmanni eða þingmönnum en ekki af ríkisstjórn;269;7
11599;fjárfestingarlánasjóður;n;sérstakur sjóður sem veitir lán fyrir fjárfestingar;42;6
35820;sjóskrímsli;n;ógnvekjandi kynjaskepna í sjó;8;0
45939;vit;n;láta hana sjá skynsemina, haga sér skynsamlega;20020;0
32657;raspa;v;rífa (e-ð) niður með þjöl eða rifjárni;80;5
25543;landrými;n;landsvæði með tilliti til byggðar eða búskapar;1434;0
34093;safngler;n;kúpt linsa sem safnar ljósgeislum í einn punkt, þykkust í miðju;9;0
22516;innanhússkeppni;n;keppni sem fram innanhúss;11;1
45939;vit;n;geðbilast;20020;0
45939;vit;n;vera heimskur;20020;0
45939;vit;n;vera orðinn geðbilaður;20020;0
24203;klossfastur;adj;svo fastur að ekki er hægt að hreyfa hann;5;1
15557;gjaldmiðill;n;það sem greitt er með í viðskiptum;4307;0
23471;karl;n;karlmaður;104668;0
45938;vit;n;munnur og nef;20020;0
45938;vit;n;halda fyrir nef og munn;20020;0
23471;karl;n;karldýr;104668;0
23471;karl;n;skipstjóri;104668;0
44318;vafurlogi;n;flöktandi logi þar sem fjársjóður átti að vera fólginn í jörðu;12;0
4799;bandvitlaus;adj;alrangur;33;0
23471;karl;n;vera ómerkilegur, lítilmenni;104668;0
45939;vit;n;vera gáfaður, skynsamur;20020;0
45939;vit;n;vera í miklu uppnámi (af reiði, kvölum, áhyggjum, stressi...);20020;0
8895;dvalarstaður;n;staður sem maður (eða dýr) dvelst á;506;9
23471;karl;n;þykjast merkilegur;104668;0
23471;karl;n;þykjast merkilegur;104668;0
4799;bandvitlaus;adj;það var mikið annríki ..;33;0
45939;vit;n;þetta er vitlaust, gagnslaust;20020;0
45939;vit;n;þetta borgar sig ekki að mínu mati;20020;0
35710;sjóðdagbók;n;bók sem daglega eru færðar í hreyfingar á sjóði (innlagnir, úttektir), sjóðbók;2;4
32606;ranghermi;n;e-ð sem er ekki rétt haft eftir;248;0
43986;útherji;n;leikmaður sem í leikbyrjun er staðsettur nálægt miðri langhlið vallarins;851;0
16015;glæra;n;hornhimna augans;282;0
16015;glæra;n;gegnsæ plastsíða með texta eða mynd sem er varpað upp á vegg (tjald) með myndvarpa;282;0
27316;læs;adj;sem kann að lesa;1543;0
8992;dýravernd;n;það að vinna gegn illri meðferð dýra og útrýmingu dýrastofna;1705;1
44115;útnes;n;afskekkt nes eða skagi;76;0
21788;hverfasamtök;n;félag í hverfi sem vinnur að hagsmunamálum íbúanna;29;2
36323;skemmtiganga;n;það að ganga sér til ánægju;81;0
25193;kynferðislegur;adj;sem tengist kynferði og kynlífi;222;0
9390;eigi;adv;ekki;549011;0
7739;bölsýni;n;það að vera bölsýnn;432;0
7739;bölsýni;n;það að vera bölsýnn;432;3
7739;bölsýni;n;það að vera bölsýnn;432;0
7739;bölsýni;n;það að vera bölsýnn;432;3
42851;umbrot;n;niðurröðun texta og mynda fyrir prentun;1135;0
47654;þulur;n;sá eða sú sem kynnir dagskrá og les fréttir í útvarpi og sjónvarpi;1727;0
53237;stöðurafmagn;n;rafhleðsla í hlut sem leiðir illa rafmagn, t.d. í plastgreiðu;65;2
44770;vaxtarrækt;n;þjálfun sem miðast að því að gera vöðva stærri og hafa sem minnsta fituprósentu í líkamanum;429;2
19432;himinhvolf;n;víðátta himinsins séð frá jörðu;27;0
19437;himintungl;n;hnöttur á himnum, sól, tungl eða pláneta;96;0
19437;himintungl;n;hreyfingar stjarnanna;96;0
24368;kollekta;n;bæn prests fyrir altari á undan guðspjalli dagsins;8;0
8641;dropasteinn;n;steindröngull í þaki hraun- eða kalksteinshellis;6;0
30088;nótnabók;n;bók með nótnaskrift að lögum og tónverkum;67;0
23264;jökulrof;n;svörfun bergs af völdum skriðjökuls;57;2
26979;loppinn;adj;með doða í fingrum eða höndum vegna kulda;37;0
22900;íþróttafélag;n;félag sem vinnur að ástundun og keppni í íþróttum;1482;0
40471;svarthol;n;ósýnileg massamikil stjarna, svo þétt og þyngdarkraftur hennar svo mikill að ekkert sleppur frá henni, ekki einu sinni ljós;959;0
34881;segulstefna;n;stefna segulmagns í jarðlögum (sem hefur áhrif á áttavita);3;0
40471;svarthol;n;fangelsi;959;0
11077;fé;n;peningar;175937;0
11077;fé;n;sauðfé, sauðkindur;175937;0
41711;tilstand;n;undirbúningur undir eitthvað, fyrirhöfn;380;0
11077;fé;n;það er lítil eftirsjá að þessu;175937;0
11077;fé;n;það er munur á þessu sem skiptir litlu máli;175937;0
40580;sveitfesti;n;réttur til framfærslu úr sveitarsjóði vegna lögheimilis í sveitinni;50;0
4095;áhugasamur;adj;sem hefur áhuga á einhverju tilteknu;5548;5
42158;tónfræði;n;fræðigrein sem fjallar um lögmál tónlistarinnar;418;0
30712;orðkynngi;n;kröftugt orðafar, mikil mælska;114;6
54427;þungskýjaður;adj;með miklum, þungum skýjum;9;4
44181;útsláttarsamur;adj;eyðslusamur;2;0
7635;bæjargjaldkeri;n;sá eða sú sem annast fjárreiður bæjarfélags, féhirðir bæjarfélags;86;0
42024;tollfrelsi;n;það að hafa ekki tollskyldu;455;0
7530;byggingarnefnd;n;nefnd sem fjallar um byggingarmál og byggingarframkvæmdir;3113;0
44039;útiverk;n;vinna sem fer fram úti á sveitabæ, t.d. skepnuhirðing;143;0
20751;hrávara;n;efni sem á að vinna úr, hráefni;153;0
44039;útiverk;n;listaverk utan dyra;143;0
5952;bleyti;n;hugsa mikið, íhuga vandlega (einkum um vandamál sem þarf að leysa);1394;0
25537;landráð;n;brot gegn öryggi eða sjálfstæði ríkis, föðurlandssvik;1981;0
